iata_code,name,iso_country,iso_region,municipality,type,lat,lon
LEU,Pirineus - la Seu d'Urgel Airport,ES,ES-CT,La Seu d'Urgell Pyrenees and Andorra,small,1.4092,42.3386
LEV,Levuka Airfield,FJ,FJ-E,Bureta,small,178.759,-17.7111
LEW,Auburn Lewiston Municipal Airport,US,US-ME,Auburn/Lewiston,small,-70.2835,44.0485
LEX,Blue Grass Airport,US,US-KY,Lexington,large,-84.6059,38.0365
LEY,Lelystad Airport,NL,NL-FL,Lelystad,medium,5.5272,52.4603
LEZ,La Esperanza Airport,HN,HN-IN,La Esperanza,small,-88.175,14.2911
LFB,Lumbo Airport,MZ,MZ-N,Lumbo,small,40.6717,-15.0331
LFI,Langley Air Force Base,US,US-VA,Hampton,large,-76.3605,37.0829
LFK,Angelina County Airport,US,US-TX,Lufkin,medium,-94.75,31.234
LFM,Lamerd Airport,IR,IR-14,Lamerd,small,53.1888,27.3727
LFN,Triangle North Executive Airport,US,US-NC,Louisburg,small,-78.3303,36.0233
LFO,Kelafo East Airport,ET,ET-SO,Kelafo,small,44.35,5.657
LFP,Lakefield Airport,AU,AU-QLD,Lakefield,small,144.203,-14.9207
LFQ,Linfen Qiaoli Airport,CN,CN-14,Linfen,medium,111.6412,36.1326
LFR,La Fria Airport,VE,VE-S,,medium,-72.271,8.2392
LFT,Lafayette Regional Airport,US,US-LA,Lafayette,large,-91.9876,30.2053
LFW,Lomé-Tokoin Airport,TG,TG-M,LomÃ©,medium,1.2545,6.1656
LGA,La Guardia Airport,US,US-NY,New York,large,-73.8726,40.7772
LGB,Long Beach /Daugherty Field/ Airport,US,US-CA,Long Beach,medium,-118.152,33.8177
LGC,LaGrange Callaway Airport,US,US-GA,Lagrange,small,-85.0726,33.0089
LGD,La Grande/Union County Airport,US,US-OR,La Grande,small,-118.007,45.2902
LGE,Mulan Airport,AU,AU-WA,Lake Gregory,small,127.619,-20.1089
LGF,Laguna Army Airfield,US,US-AZ,Yuma Proving Ground(Yuma),small,-114.397,32.86
LGG,Liège Airport,BE,BE-WLG,LiÃ¨ge,large,5.4432,50.6374
LGH,Leigh Creek Airport,AU,AU-SA,,medium,138.426,-30.5983
LGI,Deadman's Cay Airport,BS,BS-LI,Deadman's Cay,medium,-75.0936,23.179
LGK,Langkawi International Airport,MY,MY-02,Langkawi,medium,99.7287,6.3297
LGL,Long Lellang Airport,MY,MY-13,Long Datih,small,115.154,3.421
LGM,Laiagam Airport,PG,PG-EPW,Laiagam,closed,143.488,-5.4923
LGN,Linga Linga Airport,PG,PG-WBK,Linga Linga,small,149.7342,-5.5319
LGO,Langeoog Airport,DE,DE-NI,Langeoog,small,7.4978,53.7425
LGP,Legazpi City International Airport,PH,PH-ALB,Legazpi City,medium,123.735,13.1575
LGQ,Nueva Loja Airport,EC,EC-U,Lago Agrio,small,-76.8675,0.0931
LGR,Cochrane Airport,CL,CL-AI,Cochrane,medium,-72.5884,-47.2438
LGS,Comodoro D.R. Salomón Airport,AR,AR-M,Malargue,medium,-69.5743,-35.4936
LGT,La Gaviota Airport,CO,CO-VID,,small,-70.925,4.5497
LGU,Logan-Cache Airport,US,US-UT,Logan,medium,-111.852,41.7912
LGW,London Gatwick Airport,GB,GB-ENG,London,large,-0.1903,51.1481
LGX,Lugh Ganane Airport,SO,SO-GE,Luuq,small,42.5459,3.8124
LGY,Lagunillas Airport,VE,VE-V,Lagunillas,small,-71.238,10.124
LHA,Lahr Airport,DE,DE-BW,,medium,7.8277,48.3693
LHC,Arlington Municipal Airport,US,US-TN,Arlington,closed,-89.6725,35.2831
LHE,Alama Iqbal International Airport,PK,PK-PB,Lahore,medium,74.4036,31.5216
LHG,Lightning Ridge Airport,AU,AU-NSW,,medium,147.984,-29.4567
LHI,Lereh Airport,ID,ID-PA,Lereh-Papua Island,small,139.952,-3.0795
LHK,Guangzhou MR Air Base,CN,CN-42,Guanghua,medium,111.695,32.3894
LHP,Lehu Airport,PG,PG-NSB,Lehu,closed,155.7124,-6.5275
LHR,London Heathrow Airport,GB,GB-ENG,London,large,-0.4619,51.4706
LHS,Las Heras Airport,AR,AR-Z,Las Heras,medium,-68.9653,-46.5383
LHU,Lianshulu Airport,,NA-CA,Lianshulu Lodge,small,23.3933,-18.1167
LHV,William T. Piper Memorial Airport,US,US-PA,Lock Haven,small,-77.4223,41.1356
LHW,Lanzhou Zhongchuan Airport,CN,CN-62,Lanzhou,medium,103.62,36.5152
LIA,Liangping Airport,CN,CN-50,Liangping,small,107.786,30.6794
LIB,Limbunya Airport,AU,AU-NT,Limbunya,small,129.882,-17.2356
LIC,Limon Municipal Airport,US,US-CO,Limon,small,-103.666,39.2748
LID,Valkenburg Naval Air Base,NL,NL-ZH,Leiden,closed,4.4179,52.1661
LIE,Libenge Airport,CD,CD-EQ,Libenge,small,18.633,3.633
LIF,Lifou Airport,NC,NC-U-A,Lifou,medium,167.24,-20.7748
LIG,Limoges Airport,FR,FR-NAQ,Limoges/Bellegarde,medium,1.1794,45.8628
LIH,Lihue Airport,US,US-HI,Lihue,medium,-159.339,21.976
LII,Mulia Airport,ID,ID-PA,Mulia-Papua Island,small,137.957,-3.7018
LIK,Likiep Airport,MH,MH-LIK,Likiep Island,small,169.308,9.8232
LIL,Lille-Lesquin Airport,FR,FR-HDF,Lille/Lesquin,medium,3.0869,50.5633
LIM,Jorge Chávez International Airport,PE,PE-LIM,Lima,large,-77.1143,-12.0219
LIN,Milano Linate Airport,IT,IT-25,Milan,large,9.2767,45.4451
LIO,Limon International Airport,CR,CR-L,Puerto Limon,medium,-83.022,9.958
LIP,Lins Airport,BR,BR-SP,Lins,medium,-49.7305,-21.664
LIQ,Lisala Airport,CD,CD-EQ,,medium,21.4969,2.1707
LIR,Daniel Oduber Quiros International Airport,CR,CR-G,Liberia,large,-85.5444,10.5933
LIS,Humberto Delgado Airport (Lisbon Portela Airport),PT,PT-11,Lisbon,large,-9.1359,38.7813
LIT,Bill & Hillary Clinton National Airport/Adams Field,US,US-AR,Little Rock,large,-92.2243,34.7294
LIV,Livengood Camp Airport,US,US-AK,Livengood,small,-148.6534,65.467
LIW,Loikaw Airport,MM,MM-12,Loikaw,medium,97.2148,19.6915
LIX,Likoma Island Airport,MW,MW-LK,Likoma Island,small,34.7372,-12.0758
LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,US,US-GA,Fort Stewart(Hinesville),small,-81.5623,31.8891
LIZ,Loring International Airport,US,US-ME,Limestone,small,-67.8859,46.9504
LJA,Lodja Airport,CD,CD-KE,Lodja,small,23.45,-3.417
LJG,Lijiang Airport,CN,CN-53,Lijiang,medium,100.246,26.68
LJN,Texas Gulf Coast Regional Airport,US,US-TX,Angleton/Lake Jackson,medium,-95.4621,29.1086
LJU,Ljubljana Jože Pučnik Airport,SI,SI-061,Ljubljana,large,14.4576,46.2237
LKA,Gewayentana Airport,ID,ID-NT,Larantuka-Flores Island,small,123.002,-8.2744
LKB,Lakeba Island Airport,FJ,FJ-E,Lakeba Island,small,-178.817,-18.1992
LKC,Lekana Airport,CG,CG-14,Lekana,small,14.606,-2.313
LKD,Lakeland Airport,AU,AU-QLD,Lakeland Downs,small,144.85,-15.8333
LKE,Kenmore Air Harbor Seaplane Base,US,US-WA,Seattle,seaplane_base,-122.339,47.629
LKG,Lokichoggio Airport,KE,KE-700,Lokichoggio,medium,34.3482,4.2041
LKH,Long Akah Airport,MY,MY-13,Long Akah,small,114.783,3.3
LKK,Kulik Lake Airport,US,US-AK,Kulik Lake,small,-155.121,58.9821
LKL,Banak Airport,NO,NO-20,Lakselv,medium,24.9735,70.0688
LKN,Leknes Airport,NO,NO-18,Leknes,medium,13.6094,68.1525
LKO,Chaudhary Charan Singh International Airport,IN,IN-UP,Lucknow,medium,80.8893,26.7606
LKP,Lake Placid Airport,US,US-NY,Lake Placid,small,-73.9619,44.2645
LKU,Lake Rudolf Airport,KE,KE-700,Lake Rudolf,small,35.8833,3.4167
LKV,Lake County Airport,US,US-OR,Lakeview,small,-120.399,42.1611
LKW,Lekhwair Airport,OM,OM-ZA,,small,55.3734,22.805
LKY,Lake Manyara Airport,TZ,TZ-26,Lake Manyara National Park,medium,35.8183,-3.3763
LKZ,RAF Lakenheath,GB,GB-ENG,Lakenheath,large,0.561,52.4093
LLA,Luleå Airport,SE,SE-BD,LuleÃ¥,large,22.122,65.5438
LLB,Libo Airport,CN,CN-52,Libo County,small,107.9617,25.4525
LLE,Riverside Airport,ZA,ZA-MP,Malelane,medium,31.5767,-25.43
LLF,Lingling Airport,CN,CN-43,Yongzhou,medium,111.61,26.3387
LLG,Chillagoe Airport,AU,AU-QLD,,small,144.529,-17.1428
LLH,Reginaldo Hammer Airport,HN,HN-CR,La Lima,small,-87.8988,15.4422
LLI,Lalibella Airport,ET,ET-AM,Lalibela,small,38.98,11.975
LLJ,Silampari Airport,ID,ID-SS,Lubuk Linggau-Sumatra Island,small,102.901,-3.2778
LLK,Lankaran International Airport,AZ,AZ-LA,Lankaran,small,48.818,38.7464
LLL,Lissadell Airport,AU,AU-WA,Lissadell Station,small,128.594,-16.661
LLM,Long Lama Airport,MY,MY-13,Long Lama,small,114.4667,3.7667
LLN,Kelila Airport,ID,ID-PA,Kelila-Papua Island,small,138.6667,-3.75
LLO,Bua Airport,ID,ID-SN,Palopo,small,120.245,-3.083
LLS,Alferez Armando Rodriguez Airport,AR,AR-P,Las Lomitas,small,-60.5488,-24.7214
LLU,Alluitsup Paa Heliport,GL,GL-U-A,Alluitsup Paa,heliport,-45.5692,60.4644
LLV,Lüliang Airport,CN,CN-61,LÃ¼liang,medium,111.1428,37.6833
LLW,Lilongwe International Airport,MW,MW-LI,Lilongwe,medium,33.781,-13.7894
LLX,Caledonia County Airport,US,US-VT,Lyndonville,small,-72.018,44.5691
LLY,South Jersey Regional Airport,US,US-NJ,Mount Holly,small,-74.8457,39.9429
LMA,Minchumina Airport,US,US-AK,Minchumina,small,-152.302,63.886
LMB,Salima Airport,MW,MW-SA,Salima,small,34.5842,-13.7559
LMC,El Refugio/La Macarena Airport,CO,CO-MET,La Macarena,small,-73.7862,2.1736
LMD,Los Menucos Airport,AR,AR-R,Los Menucos,small,-68.0747,-40.8177
LME,Le Mans-Arnage Airport,FR,FR-PDL,Le Mans/Arnage,medium,0.2017,47.9486
LMI,Lumi Airport,PG,PG-SAN,Lumi,small,142.0413,-3.4768
LML,Lae Island Airport,MH,MH-LAE,Lae Island,small,166.265,8.9211
LMM,Valle del Fuerte International Airport,MX,MX-SIN,Los Mochis,medium,-109.081,25.6852
LMN,Limbang Airport,MY,MY-13,Limbang,medium,115.01,4.8083
LMO,RAF Lossiemouth,GB,GB-SCT,Lossiemouth,medium,-3.3392,57.7052
LMP,Lampedusa Airport,IT,IT-82,Lampedusa,medium,12.6181,35.4979
LMQ,Marsa Brega Airport,LY,LY-WA,,medium,19.5764,30.3781
LMR,Lime Acres Finsch Mine Airport,ZA,ZA-NC,Lime Acres,medium,23.4391,-28.3601
LMS,Louisville Winston County Airport,US,US-MS,Louisville,small,-89.0625,33.1462
LMT,Crater Lake-Klamath Regional Airport,US,US-OR,Klamath Falls,medium,-121.733,42.1561
LMU,Letung Airport,ID,ID-RI,Bukit Padi,small,105.7544,2.9642
LMY,Lake Murray Airport,PG,PG-WPD,Lake Murray,small,141.494,-7.0099
LMZ,Palma Airport,MZ,MZ-P,Palma,small,40.4702,-10.7506
LNA,Palm Beach County Park Airport,US,US-FL,West Palm Beach,small,-80.0851,26.593
LNB,Lamen Bay Airport,VU,VU-SEE,Lamen Bay,small,168.159,-16.5842
LNC,Lengbati Airport,PG,PG-MPL,,small,147.3686,-6.3846
LND,Hunt Field,US,US-WY,Lander,medium,-108.73,42.8152
LNE,Lonorore Airport,VU,VU-PAM,Lonorore,small,168.172,-15.8656
LNF,Munbil Airport,PG,PG-SAN,,small,141.2202,-4.8559
LNG,Lese Airport,PG,PG-GPK,Lese,small,146.2765,-8.2799
LNH,Lake Nash Airport,AU,AU-NT,Alpurrurulam,small,137.9178,-20.9807
LNI,Lonely Air Station,US,US-AK,Lonely,small,-153.242,70.9107
LNJ,Lintsang Airfield,CN,CN-53,Lincang,medium,100.025,23.7381
LNK,Lincoln Airport,US,US-NE,Lincoln,medium,-96.7592,40.851
LNL,Longnan Chengzhou Airport,CN,CN-62,Longnan,medium,105.797,33.788
LNM,Langimar Airport,PG,PG-MPL,,small,146.2271,-7.2231
LNN,Lake County Executive Airport,US,US-OH,Willoughby,small,-81.3897,41.684
LNO,Leonora Airport,AU,AU-WA,Leonora,medium,121.315,-28.8781
LNP,Lonesome Pine Airport,US,US-VA,Wise,small,-82.53,36.9875
LNQ,Loani Airport,PG,PG-MBA,Loani,closed,150.5931,-10.5815
LNR,Tri-County Regional Airport,US,US-WI,Lone Rock,small,-90.1816,43.2117
LNS,Lancaster Airport,US,US-PA,Lancaster,medium,-76.2961,40.1217
LNV,Londolovit Airport,PG,PG-NIK,Londolovit,small,152.629,-3.0436
LNX,Smolensk North Airport,RU,RU-SMO,Smolensk,medium,32.025,54.824
LNY,Lanai Airport,US,US-HI,Lanai City,medium,-156.951,20.7856
LNZ,Linz Hörsching Airport,AT,AT-4,Linz,medium,14.1875,48.2332
LOA,Lorraine Airport,AU,AU-QLD,,small,139.907,-18.9933
LOB,San Rafael Airport,CL,CL-VS,Los Andes,small,-70.6467,-32.8142
LOC,Lock Airport,AU,AU-SA,Lock,small,135.693,-33.5442
LOD,Longana Airport,VU,VU-PAM,Longana,small,167.967,-15.3067
LOE,Loei Airport,TH,TH-42,,medium,101.722,17.4391
LOF,Loen Airport,MH,MH-NMU,Loen Island,closed,168.2357,7.7575
LOH,Camilo Ponce Enriquez Airport,EC,EC-L,La Toma (Catamayo),small,-79.3719,-3.9959
LOI,Helmuth Baungarten Airport,BR,BR-SC,Lontras,small,-49.5425,-27.16
LOK,Lodwar Airport,KE,KE-700,Lodwar,medium,35.6087,3.122
LOL,Derby Field,US,US-NV,Lovelock,medium,-118.565,40.0664
LOM,Francisco Primo de Verdad y Ramos Airport,MX,MX-JAL,Lagos de Moreno,small,-101.9441,21.2581
LOO,Laghouat Airport,DZ,DZ-03,Laghouat,medium,2.9283,33.7644
LOP,Lombok International Airport,ID,ID-NB,Mataram,medium,116.2767,-8.7573
LOQ,Lobatse Airport,BW,BW-SE,Lobatse,small,25.7139,-25.1981
LOR,Lowe AHP (Fort Rucker) Heliport,US,US-AL,Fort Rucker Ozark,heliport,-85.7512,31.3558
LOS,Murtala Muhammed International Airport,NG,NG-LA,Lagos,large,3.3212,6.5774
LOT,Lewis University Airport,US,US-IL,Chicago/Romeoville,small,-88.0962,41.6073
LOU,Bowman Field,US,US-KY,Louisville,medium,-85.6637,38.228
LOV,Monclova International Airport,MX,MX-COA,,medium,-101.47,26.9557
LOW,Louisa County Airport/Freeman Field,US,US-VA,Louisa,small,-77.9701,38.0098
LOY,Loyengalani Airport,KE,KE-400,Loyengalani,small,36.717,2.75
LOZ,London-Corbin Airport/Magee Field,US,US-KY,London,medium,-84.0849,37.0822
LPA,Gran Canaria Airport,ES,ES-CN,Gran Canaria Island,large,-15.3866,27.9319
LPB,El Alto International Airport,BO,BO-L,La Paz / El Alto,medium,-68.1923,-16.5133
LPC,Lompoc Airport,US,US-CA,Lompoc,small,-120.468,34.6656
LPD,La Pedrera Airport,CO,CO-AMA,La Pedrera,small,-69.5797,-1.3286
LPE,La Primavera Airport,CO,CO-VID,La Primavera,small,-70.4212,5.4776
LPF,Liupanshui Yuezhao Airport,CN,CN-52,Liupanshui,medium,104.979,26.6094
LPG,La Plata Airport,AR,AR-B,La Plata,medium,-57.8947,-34.9722
LPI,Linköping City Airport,SE,SE-E,LinkÃ¶ping,medium,15.6805,58.4062
LPJ,Armando Schwarck Airport,VE,VE-F,Guayabal,small,-66.8169,6.5781
LPK,Lipetsk Airport,RU,RU-LIP,Lipetsk,medium,39.5378,52.7028
LPL,Liverpool John Lennon Airport,GB,GB-ENG,Liverpool,large,-2.8497,53.3336
LPM,Lamap Airport,VU,VU-MAP,Lamap,small,167.8293,-16.4611
LPN,Leron Plains Airport,PG,PG-MPL,Leron Plains,small,146.3434,-6.3917
LPO,La Porte Municipal Airport,US,US-IN,La Porte,small,-86.7345,41.5725
LPP,Lappeenranta Airport,FI,FI-ES,Lappeenranta,medium,28.1447,61.0446
LPQ,Luang Phabang International Airport,LA,LA-LP,Luang Phabang,medium,102.161,19.8973
LPS,Lopez Island Airport,US,US-WA,Lopez,small,-122.938,48.4839
LPT,Lampang Airport,TH,TH-52,,medium,99.5042,18.2709
LPU,Long Apung Airport,ID,ID-KU,Long Apung-Borneo Island,small,114.9703,1.7045
LPX,Liepāja International Airport,LV,LV-LE,LiepÄja,medium,21.0969,56.5175
LPY,Le Puy-Loudes Airport,FR,FR-ARA,Le Puy/Loudes,medium,3.7629,45.0807
LQK,Pickens County Airport,US,US-SC,Pickens,small,-82.7029,34.81
LQM,Caucaya Airport,CO,CO-PUT,Puerto LeguÃ­zamo,small,-74.7708,-0.1823
LQN,Qala-I-Naw Airport,AF,AF-BDG,Qala-I-Naw,small,63.1178,34.985
LRA,Larisa Air Base,GR,GR-42,Larisa,small,22.4655,39.6503
LRB,Leribe Airport,LS,LS-C,Leribe,small,28.0528,-28.8556
LRD,Laredo International Airport,US,US-TX,Laredo,medium,-99.4616,27.5438
LRE,Longreach Airport,AU,AU-QLD,Longreach,medium,144.28,-23.4342
LRF,Little Rock Air Force Base,US,US-AR,Jacksonville,medium,-92.1497,34.9169
LRG,Loralai Airport,PK,PK-BA,Loralai,small,68.6135,30.3555
LRH,La Rochelle-Île de Ré Airport,FR,FR-NAQ,La Rochelle/Ãle de RÃ©,medium,-1.1953,46.1792
LRJ,Le Mars Municipal Airport,US,US-IA,Le Mars,small,-96.1937,42.778
LRL,Niamtougou International Airport,TG,TG-K,Niamtougou,medium,1.0912,9.7673
LRM,Casa De Campo International Airport,DO,DO-12,La Romana,medium,-68.9118,18.4507
LRO,Sharpe AAF,US,US-CA,Lathrop,closed,-121.2728,37.8379
LRQ,Laurie River Airport,CA,CA-MB,Laurie River,small,-101.304,56.2486
LRR,Lar Airport,IR,IR-14,Lar,medium,54.3833,27.6747
LRS,Leros Airport,GR,GR-81,Leros Island,small,26.8003,37.1849
LRT,Lorient South Brittany (Bretagne Sud) Airport,FR,FR-BRE,Lorient/Lann/BihouÃ©,medium,-3.44,47.7606
LRU,Las Cruces International Airport,US,US-NM,Las Cruces,medium,-106.922,32.2894
LRV,Los Roques Airport,VE,VE-W,Gran Roque Island,small,-66.67,11.95
LSA,Losuia Airport,PG,PG-MBA,Losuia,small,151.081,-8.5058
LSB,Lordsburg Municipal Airport,US,US-NM,Lordsburg,small,-108.692,32.3335
LSC,La Florida Airport,CL,CL-CO,La Serena-Coquimbo,medium,-71.1995,-29.9162
LSE,La Crosse Municipal Airport,US,US-WI,La Crosse,medium,-91.2567,43.879
LSF,Lawson Army Air Field (Fort Benning),US,US-GA,Fort Benning(Columbus),medium,-84.9913,32.3373
LSH,Lashio Airport,MM,MM-17,Lashio,medium,97.7522,22.9779
LSI,Sumburgh Airport,GB,GB-SCT,Lerwick,medium,-1.2956,59.8789
LSJ,Long Island Airport,PG,PG-MPM,Long Island,small,147.0177,-5.3604
LSK,Lusk Municipal Airport,US,US-WY,Lusk,small,-104.405,42.7538
LSL,Los Chiles Airport,CR,CR-A,Los Chiles,medium,-84.7061,11.0353
LSM,Long Semado Airport,MY,MY-13,Long Semado,small,115.6,4.217
LSN,Los Banos Municipal Airport,US,US-CA,Los Banos,small,-120.869,37.0629
LSO,Les Sables-d'Olonne Talmont Airport,FR,FR-PDL,Les Sables-d'Olonne,small,-1.7228,46.4769
LSP,Josefa Camejo International Airport,VE,VE-I,ParaguanÃ¡,medium,-70.1515,11.7808
LSQ,María Dolores Airport,CL,CL-BI,Los Angeles,small,-72.4254,-37.4017
LSS,Terre-de-Haut Airport,GP,GP-U-A,Les Saintes,small,-61.5806,15.8644
LST,Launceston Airport,AU,AU-TAS,Launceston,medium,147.214,-41.5453
LSU,Long Sukang Airport,MY,MY-13,Long Sukang,small,115.494,4.5522
LSV,Nellis Air Force Base,US,US-NV,Las Vegas,medium,-115.034,36.2362
LSW,Malikus Saleh Airport,ID,ID-AC,Lhok Seumawe-Sumatra Island,small,96.9503,5.2267
LSX,Lhok Sukon Airport,ID,ID-AC,Lhok Sukon-Sumatra Island,medium,97.2592,5.0695
LSY,Lismore Airport,AU,AU-NSW,Lismore,medium,153.26,-28.8303
LSZ,Lošinj Island Airport,HR,HR-08,LoÅ¡inj,small,14.3931,44.5658
LTA,Tzaneen Airport,ZA,ZA-NP,Tzaneen,medium,30.3293,-23.8244
LTB,Latrobe Airport,AU,AU-TAS,Latrobe,closed,146.3962,-41.2352
LTC,Lai Airport,TD,TD-TA,Lai,small,16.3125,9.3979
LTD,Ghadames East Airport,LY,LY-NL,Ghadames,medium,9.7153,30.1517
LTF,Leitre Airport,PG,PG-SAN,Leitre,small,141.6257,-2.8337
LTG,Langtang Airport,NP,NP-BA,Langtang,small,85.583,28.2
LTH,Lathrop Wells Airport / Jackass Aeropark,US,US-NV,Amargosa Valley,closed,-116.4135,36.6342
LTI,Altai Airport,MN,MN-065,Altai,medium,96.2211,46.3764
LTK,Bassel Al-Assad International Airport,SY,SY-LA,Latakia,large,35.9487,35.4011
LTL,Lastourville Airport,GA,GA-7,Lastourville,small,12.7486,-0.8267
LTM,Lethem Airport,GY,GY-UT,Lethem,medium,-59.7894,3.3728
LTN,London Luton Airport,GB,GB-ENG,London,large,-0.3683,51.8747
LTO,Loreto International Airport,MX,MX-BCS,Loreto,medium,-111.348,25.9892
LTP,Lyndhurst Airport,AU,AU-QLD,Lyndhurst,small,144.371,-19.1958
LTQ,Le Touquet-Côte d'Opale Airport,FR,FR-HDF,Le Touquet-Paris-Plage,medium,1.6206,50.5174
LTR,Letterkenny Airfield,IE,IE-DL,Letterkenny,small,-7.6728,54.9513
LTS,Altus Air Force Base,US,US-OK,Altus,large,-99.2667,34.6671
LTT,La Môle Airport,FR,FR-PAC,La MÃ´le,small,6.482,43.2054
LTU,Murod Kond Airport,IN,IN-MM,Latur,medium,76.4647,18.4115
LTV,Lotus Vale Airport,AU,AU-QLD,Lotus Vale,small,141.376,-17.0483
LTW,St. Mary's County Regional Airport,US,US-MD,Leonardtown,small,-76.5501,38.3154
LTX,Cotopaxi International Airport,EC,EC-X,Latacunga,large,-78.6158,-0.9068
LUA,Lukla Airport,NP,NP-SA,Lukla,small,86.7297,27.6869
LUB,Lumid Pau Airport,GY,GY-UT,Lumid Pau,small,-59.441,2.3939
LUC,Laucala Island Airport,FJ,FJ-N,Laucala Island,small,-179.667,-16.7481
LUD,Luderitz Airport,,NA-KA,Luderitz,medium,15.2429,-26.6874
LUE,Lučenec Airport,SK,SK-BC,LuÄenec,small,19.7358,48.3394
LUF,Luke Air Force Base,US,US-AZ,Glendale,large,-112.383,33.535
LUG,Lugano Airport,CH,CH-TI,Lugano,medium,8.9106,46.0043
LUH,Ludhiana Airport,IN,IN-PB,,medium,75.9526,30.8547
LUI,Carta Airport,HN,HN-OL,La UniÃ³n,small,-86.6923,15.0332
LUJ,Lusikisiki Airport,ZA,ZA-EC,Lusikisiki,small,29.5833,-31.3667
LUK,Cincinnati Municipal Airport Lunken Field,US,US-OH,Cincinnati,medium,-84.4186,39.1033
LUL,Hesler Noble Field,US,US-MS,Laurel,small,-89.1722,31.6726
LUM,Mangshi Airport,CN,CN-53,Luxi,medium,98.5317,24.4011
LUN,Kenneth Kaunda International Airport,ZM,ZM-09,Lusaka,large,28.4526,-15.3308
LUO,Luena Airport,AO,AO-MOX,Luena,medium,19.8977,-11.7681
LUP,Kalaupapa Airport,US,US-HI,Kalaupapa,small,-156.974,21.211
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,AR,AR-D,San Luis,medium,-66.3564,-33.2732
LUR,Cape Lisburne LRRS Airport,US,US-AK,Cape Lisburne,medium,-166.11,68.8751
LUS,Lusanga Airport,CD,CD-BN,Lusanga,small,18.717,-4.8
LUT,New Laura Airport,AU,AU-QLD,,small,144.367,-15.1833
LUU,Laura Airport,AU,AU-QLD,,small,144.45,-15.55
LUV,Karel Sadsuitubun Airport,ID,ID-MA,Langgur,medium,132.7594,-5.7603
LUW,Syukuran Aminuddin Amir Airport,ID,ID-ST,Luwok - Celebes Island,medium,122.772,-1.0389
LUX,Luxembourg-Findel International Airport,LU,LU-L,Luxembourg,large,6.2044,49.6233
LUY,Lushoto Airport,TZ,TZ-25,Lushoto,small,38.3042,-4.7833
LUZ,Lublin Airport,PL,PL-LU,Lublin,medium,22.7136,51.2403
LVA,Laval-Entrammes Airport,FR,FR-PDL,Laval/Entrammes,medium,-0.743,48.0314
LVB,Santana do Livramento Airport,BR,BR-RS,Santana do Livramento,closed,-55.6256,-30.8354
LVD,Lime Village Airport,US,US-AK,Lime Village,small,-155.44,61.3591
LVI,Harry Mwanga Nkumbula International Airport,ZM,ZM-07,Livingstone,medium,25.8227,-17.8218
LVK,Livermore Municipal Airport,US,US-CA,Livermore,small,-121.82,37.6934
LVL,Brunswick Municipal Airport,US,US-VA,Lawrenceville,small,-77.7943,36.7728
LVM,Mission Field,US,US-MT,Livingston,medium,-110.448,45.6994
LVO,Laverton Airport,AU,AU-WA,,small,122.424,-28.6136
LVP,Lavan Island Airport,IR,IR-23,,medium,53.3563,26.8103
LVR,Municipal Bom Futuro Airport,BR,BR-MT,Lucas do Rio Verde,small,-55.9502,-13.0379
LVS,Las Vegas Municipal Airport,US,US-NM,Las Vegas,medium,-105.142,35.6542
LWA,Lebak Rural Airport,PH,PH-SUK,Lebak,small,124.0581,6.6739
LWB,Greenbrier Valley Airport,US,US-WV,Lewisburg,medium,-80.3995,37.8583
LWC,Lawrence Municipal Airport,US,US-KS,Lawrence,small,-95.2166,39.0112
LWE,Lewoleba Airport,ID,ID-NT,Lewoleba-Lembata Island,small,123.438,-8.3629
LWH,Lawn Hill Airport,AU,AU-QLD,,small,138.635,-18.5683
LWI,Lowai Airport,PG,PG-MPL,Lowai,small,146.6458,-6.3344
LWK,Lerwick / Tingwall Airport,GB,GB-SCT,Lerwick,small,-1.2436,60.1922
LWL,Wells Municipal Airport/Harriet Field,US,US-NV,Wells,small,-114.922,41.1171
LWM,Lawrence Municipal Airport,US,US-MA,Lawrence,medium,-71.1234,42.7172
LWN,Gyumri Shirak Airport,AM,AM-SH,Gyumri,medium,43.8593,40.7504
LWO,Lviv International Airport,UA,UA-46,Lviv,medium,23.9561,49.8125
LWR,Leeuwarden Air Base,NL,NL-FR,Leeuwarden,medium,5.7606,53.2286
LWS,Lewiston Nez Perce County Airport,US,US-ID,Lewiston,medium,-117.015,46.3745
LWT,Lewistown Municipal Airport,US,US-MT,Lewistown,medium,-109.467,47.0493
LWV,Lawrenceville Vincennes International Airport,US,US-IL,Lawrenceville,small,-87.6055,38.7643
LWY,Lawas Airport,MY,MY-13,Lawas,small,115.408,4.8492
LXA,Lhasa Gonggar Airport,CN,CN-54,Lhasa,medium,90.9119,29.2978
LXG,Luang Namtha Airport,LA,LA-LM,Luang Namtha,small,101.4,20.967
LXN,Jim Kelly Field,US,US-NE,Lexington,small,-99.7773,40.791
LXR,Luxor International Airport,EG,EG-KN,Luxor,large,32.7066,25.671
LXS,Limnos Airport,GR,GR-83,Limnos Island,small,25.2363,39.9171
LXU,Lukulu Airport,ZM,ZM-01,Lukulu,small,23.2495,-14.3748
LXV,Lake County Airport,US,US-CO,Leadville,small,-106.317,39.2203
LYA,Luoyang Airport,CN,CN-41,Luoyang,small,112.388,34.7411
